winery,wine_name,year,price,score,country,wine_type,pairing,picture,price_quality,Estilo de vino,Contenido de alcohol,country_España,country_Francia,country_Italia,country_Other,flavour_cítrico,flavour_especias,flavour_floral,flavour_fruta negra,flavour_fruta seca,flavour_frutos de árbol,flavour_frutos rojos,flavour_microbio,flavour_roble,flavour_terroso,flavour_tropical,flavour_vegetal
Niepoort,Douro Redoma Branco,2021,22.45,4.2,Portugal,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/qSAfjOinQ2SWoemIPTXSsg_pb_x600.png,4,Norte Portugal Blanco,12.2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Niepoort,Douro Reserva Redoma Branco,2021,49.35,4.2,Portugal,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/zPbjKkMhTNGAH1Y3I09PGQ_pb_x600.png,3,Norte Portugal Blanco,11.5,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Valduero,Tierra Alta En 2 Maderas,2019,24.88,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/Xzmvx4-ITt2CVKEC0Oc4MA_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Carbonnieux,Pessac-Léognan Blanc (Grand Cru Classé de Graves),2015,39.7,4.2,Francia,1,"Cerdo, Vegetariana, Aves, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/8yNCqVHeSlyXsxZjUZ6kxA_pb_x600.png,4,Burdeos Blanco (Francia),13.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
de Ladoucette,Pouilly-Fumé,2022,34.5,4.2,Francia,1,"Cerdo, Marisco, Vegetariana, Comida picante, Queso de leche de cabra",//images.vivino.com/thumbs/WN_rgLU2QU-ebqTyB65xAw_pb_x600.png,4,Loira Superior Blanco (Francia),12.5,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Pujanza,La Paul,2017,31.75,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/_wxy8qxwStqPtLErYV6RSg_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Pago de Los Capellanes,Crianza Tinto,2022,25.93,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/PtA1A516RK6KClme7eBSCQ_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Telmo Rodriguez,Pegaso Arrebatacapas,2018,51.9,4.2,España,2,"Ternera, Cordero, Aves, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/c4iODbBrTRiXUGKXWZ7YQA_pb_x600.png,4,Garnacha (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Zuccardi,José Zuccardi Malbec,2019,48.51,4.2,Argentina,2,"Ternera, Cordero",//images.vivino.com/thumbs/IzAjYFwSR5eSfMFVf7nRDg_pb_x600.png,4,Argentinian Uco Valley Malbec Red,13.91,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Carmelo Rodero,Ribera del Duero Viñas de Valtarreña,2020,53.5,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/1368580161_8508_150x200.jpg,3,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Edetària,Finca La Genuïna,2020,39.3,4.2,España,2,"Ternera, Cordero, Aves, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/KrWXEqPNSfOB_VGgpF2w8w_pb_x600.png,3,Garnacha (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Tomàs Cusiné,Finca Comabarra,2020,31.81,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/V2GdPM0WRyq38cVQLN7M-g_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Convento San Francisco,Selección Especial,2018,42.6,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/NHf_VnUJRH-WpSCMpRStKg_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Celler de Capçanes,Cabrida Old Vines Garnacha,2021,36.95,4.2,España,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/iN7ELMvzSAu1yxPAWJfWQA_pb_x600.png,4,Montsant Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Montecastro,Reserva,2020,28.25,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/_YuZN1ypSQmOB5KWCb9Qvg_pb_x600.png,4,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Protos,Reserva 5 Año,2017,27.54,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/Io_wOADKTfigymopxKYrvA_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Altanza,Rioja Reserva,2019,13.7,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/I-0KDv6cSOG22c99XcBWfg_pb_x600.png,6,Rioja Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Emilio Moro,Vendimia Seleccionada,2022,25.37,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/HIW2WHqpTDqh0oHdDWJeCg_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Joan d'Anguera,Planella,2022,16.9,4.2,España,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/QRCLi4ymQTG-_WCWcyKLOg_pb_x600.png,5,Montsant Tinto (España),13.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cap de Barbaria,Tinto,2017,37.9,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/pPN_mSHaS5q5SJMyOojxiw_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Viña Pedrosa,Gran Reserva,2018,57.0,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/yf49KuCJRyy-JJHXCvCKkw_pb_x600.png,3,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Edetària,Finca La Personal,2021,39.3,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/SN9DoEc5Q0WcYG4z3tX_dg_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Elena Corzana,Maturana,2021,45.0,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/dIeydLi-T2itqeuYtfMqVQ_150x200.jpg,4,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Vizcarra,Ribera del Duero Torralvo,2021,35.9,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/-_sGeCuJTE6QUDWmWeN6Cg_pb_x600.png,3,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Clos d'Agon,Tinto,2020,43.5,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/1tzgFv1BQOecCEu986MfzQ_pb_x600.png,4,Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Valdesil,Pezas da Portela Godello,2022,35.35,4.2,España,1,"Marisco, Aves, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/03S1yyv-R8qOb4Vx4ZrLEA_pb_x600.png,4,Spanish Galicia Godello White,13.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Marco Abella,Clos Abella Selección Especial,2019,51.56,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/es2AGoAUQMGqZUs_t6sCAQ_pb_x600.png,4,Priorat Tinto (España),15.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Luis Cañas,Rioja Gran Reserva,2016,31.91,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/_t47KF-xSiiOT-cmD4NcIg_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mas d'en Gil,Coma Alta Priorat,2009,32.0,4.2,España,1,"Marisco, Aves, Queso curado, Aperitivos y tentempiés, Pescado blanco, Queso tierno y cremoso",//images.vivino.com/thumbs/W_8KLd2ITGmza-uNjdfPVw_pb_x600.png,4,Spanish Catalunya Grenache Blanc White,15.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Xavi Pallejà,Buxus de les Aubagues,2022,23.0,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/ELW5oHGuTde0wNubsfXjOw_pb_x600.png,4,Priorat Tinto (España),15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Mas d'en Gil,Coma Vella Priorat,2018,26.99,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/08VjNztZQ-yXJe7DEkpcRA_pb_x600.png,4,Priorat Tinto (España),14.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Lan,A Mano Rioja,2021,33.05,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/FabOknN7RiSBqeDpRCSc6Q_pb_x600.png,4,Rioja Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Domaine de Juchepie,Le Paradis de Juchepie Chenin Sec,2019,46.99,4.2,Francia,1,"Vegetariana, Aves, Pescado azul, Queso tierno y cremoso",//images.vivino.com/thumbs/0_y7syRIR7SX0BaJrDj-jw_150x200.jpg,4,Loira Chenin Blanc (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Sangenís I Vaqué,Coranya,2015,30.0,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/av83H_eyRfe6Uf6xBteBtw_pb_x600.png,4,Priorat Tinto (España),13.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Arzuaga,Ribera del Duero Crianza,2022,21.65,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/u_K6vdDZTp2yCKPyw4JO5g_pb_x600.png,4,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Adega Familiar Eladio Piñeiro,Frore de Carme,2018,46.15,4.2,España,1,"Marisco, Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/WCMm_ItuTYGV5xOODku7fQ_pb_x600.png,4,Albariño (España),13.91,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Orben,Malpuesto,2020,37.5,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/aIXysmOcRG28v8wvc7sBQw_pb_x600.png,4,Rioja Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Viñas del Vero,Gran Vos Reserva Somontano,2016,20.35,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/QdLDkYuWS8WXfeVUlsM4UQ_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Alzinger,Smaragd Ried Steinertal Riesling,2022,50.88,4.2,Austria,1,"Cerdo, Marisco, Aves, Comida picante, Carne adobada",//images.vivino.com/thumbs/ixWwL8HKTRyDI70ml_4GbQ_pb_x600.png,4,Riesling (Austria),13.0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Gómez Cruzado,Montes Obarenes Selección Terroir,2021,42.5,4.2,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/mMleNXBDQdaQy-LzE1tN9A_pb_x600.png,4,Rioja Blanco (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Aalto,Blanco de Parcela,2021,47.8,4.2,España,1,"Cerdo, Marisco, Vegetariana, Carne adobada",//images.vivino.com/thumbs/1CksR-wUTXqpVS4QDXQcDQ_pb_x600.png,4,Verdejo (España),12.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Castell d'Encus,Quest,2016,39.9,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/oFKSwjK_R8qVdY-9-QfCdg_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Louis Latour,Montagny 1er Cru La Grande Roche,2022,35.81,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/-DpsrtxVTcG6srg7KdTjOg_pb_x600.png,5,Borgoña Côte Chalonnaise Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Clos Pons,Roc Nu,2013,22.55,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/mWERRDDxSBGCswjMCn2UNQ_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cillar de Silos,Torresilo Ribera del Duero,2020,33.85,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/6_p-LH5aQ6ykw_NebXsg0g_pb_x600.png,3,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Dosterras,Montsant,2017,23.5,4.2,España,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/b0J3JCABTqK8gP2T5BAR7Q_pb_x600.png,5,Montsant Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Vall Llach,Embruix,2022,21.15,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/eaX4vtHTTpW-oh9zma2Mcw_pb_x600.png,5,Priorat Tinto (España),15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Wwe. Dr. H. Thanisch - Erben Thanisch,Berncasteler Doctor Riesling Spätlese,2022,57.55,4.2,Alemania,1,"Cerdo, Marisco, Aves, Comida picante, Carne adobada",//images.vivino.com/thumbs/WTVYma3STJOeJr4HSr2HJw_pb_x600.png,4,Riesling (Alemania),13.91,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
Fefiñanes,Albariño de Fefiñanes III Año,2021,37.45,4.2,España,1,"Marisco, Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/37BflBq-TMOfcQFsl6iAXw_pb_x600.png,4,Albariño (España),13.5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Nin-Ortiz,Planetes de Nin Priorat,2021,40.86,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/svgHkr29T-qerzAykHJKzw_pb_x600.png,4,Priorat Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pepe Mendoza Casa Agrícola,Giró de Abargues,2021,23.59,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/mCaU6flNR-Ky2kVrHXAEPA_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Josep Grau Viticultor,La Florens,2021,26.9,4.2,España,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/jnwuy3ENQw6DFu--bQhpLA_pb_x600.png,5,Montsant Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Lan,Gran Reserva Rioja,2017,21.15,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/B5omhashQ2--wd-3tvIPXg_pb_x600.png,5,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Ànima Negra,Àn,2022,43.66,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/4zJMqTIbT72IioSK5QeNxQ_pb_x600.png,4,Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cloudy Bay,Sauvignon Blanc,2024,33.94,4.2,New Zealand,1,"Marisco, Vegetariana, Queso de leche de cabra",//images.vivino.com/thumbs/0ConG4KKTQemgyM9eZEeCg_pb_x600.png,5,Sauvignon Blanc (Nueva Zelanda),13.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Marqués de Riscal,Reserva XR,2020,24.99,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/B16FOepaS1aO5WPtys9Hdg_pb_x600.png,5,Rioja Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Valderiz,Tinto,2020,23.03,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/RMp8BiAZRqiB7UtwAmSvsg_pb_x600.png,4,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Edetària,Finca La Pedrissa,2016,39.3,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/Qme2ava0Tzy6KCuh3Vbdjg_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Castell d'Encus,Quest,2014,39.9,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/oFKSwjK_R8qVdY-9-QfCdg_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Dominio Fournier,Reserva,2019,34.15,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/phkAKfK5RYeMwthtzUGoIg_pb_x600.png,3,Ribera del Duero Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Frontonio,Las Alas de Frontonio,2019,56.75,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/BwLWNd-AReqxCPbV5Uv0DQ_pb_x600.png,4,Tinto (España),12.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Figuero,Viñas Viejas,2020,28.3,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/tWOsqNrHRwKcreHmfbdXiw_pb_x600.png,4,Ribera del Duero Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Adega Familiar Eladio Piñeiro,Envidiacochina (Tête de Cuvée),2022,29.35,4.2,España,1,"Marisco, Vegetariana, Pasta, Aperitivos y tentempiés, Pescado blanco",//images.vivino.com/thumbs/pPtujBrzQ2OaxV2u3SDNmw_pb_x600.png,4,Albariño (España),13.91,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Quinta do Noval,Touriga Nacional Douro,2020,37.15,4.2,Portugal,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/1xjPiw7jToiv99ngOiLzIA_pb_x600.png,5,Douro Tinto (Portugal),15.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Raúl Pérez,Ultreia Valtuille Mencía,2019,50.15,4.2,España,2,"Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/VHB-4sMjSYmR1j7eCbqVtg_pb_x600.png,4,Mencia (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Familia Torres,Purgatori Costers del Segre,2017,39.5,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/U2whk8pFTZiqk6mZf3RbXQ_pb_x600.png,4,Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
