winery,wine_name,year,price,score,country,wine_type,pairing,picture,price_quality,Estilo de vino,Contenido de alcohol,country_España,country_Francia,country_Italia,country_Other,flavour_cítrico,flavour_especias,flavour_floral,flavour_fruta negra,flavour_fruta seca,flavour_frutos de árbol,flavour_frutos rojos,flavour_microbio,flavour_roble,flavour_terroso,flavour_tropical,flavour_vegetal
Domaine Bzikot,Bourgogne Côte d’Or Chardonnay,2020,30.9,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/IgjJtKmFS26DUmB0FeEBwg_pb_x600.png,5,Borgoña Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Thomas-Collardot,La Plante des Champs Bourgogne Blanc,2022,49.7,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/fwumoO1oQeCt1h6qKjWjpA_pb_x600.png,4,Borgoña Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Domaine Rouchier,Luc Saint-Joseph,2018,46.9,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/PZFfSACARfCAs1D2TIQEBA_pb_x600.png,4,Ródano Norte Saint-Joseph (Francia),13.91,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bertrand Bachelet,Santenay Blanc,2022,31.0,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/S-er3VmHRMWY_RL3HWbGzA_pb_x600.png,5,Borgoña Côte de Beaune Blanco (Francia),13.91,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Jacques Bavard,Sous La Roche Santenay,2023,37.0,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/6skVb7WqRQy5BBnGujAyZQ_pb_x600.png,4,Borgoña Côte de Beaune Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Domaine Les Alexandrins,Les Ponts Saint-Joseph,2020,32.0,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/z1qaa9k0RPOMlj2Rqhtp9g_150x200.jpg,4,Ródano Norte Saint-Joseph (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Domaines Philippe Porcheron,Château Marojallia Margaux,2021,57.9,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/K7JzKbuKQ2G5gYrfbu38Uw_pb_x600.png,4,Burdeos Margaux (Francia),13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Domaine la Beyssannette,Sacré Caractère Côtes de Provence,2020,18.9,4.2,Francia,2,"Ternera, Cordero, Ciervo, Carne de venado, Champiñones",//images.vivino.com/thumbs/DOIqYGWYTtWVljSiMQ4SXQ_150x200.jpg,5,French Provence Red,13.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Sainte Cécile du Parc,Sonatina,2019,19.0,4.2,Francia,2,"Ternera, Ternera lechal, Pasta",//images.vivino.com/thumbs/fKA9QmgjSjC-eE4YnW9lQw_pb_x600.png,5,Languedoc-Roussillon Tinto (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Cadet-Bon,Saint-Émilion Grand Cru (Grand Cru Classé),2018,50.2,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/PY9FRYSASweYBWbSuJ5DDQ_pb_x600.png,4,Burdeos Saint-Emilion (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bertrand Bachelet,Maranges 1er Cru 'Les Clos Roussots',2022,34.0,4.2,Francia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/z0aIIjnxRHmNcpP200KbqQ_pb_x600.png,4,Borgoña Côte de Beaune Tinto (Francia),13.91,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Pascal Renaud,Aux Bouthières Pouilly-Fuissé,2021,43.3,4.2,Francia,1,"Vegetariana, Pasta, Carne adobada",//images.vivino.com/thumbs/k72iY23JSI-vdnn5fj3VcQ_pb_x600.png,4,Borgoña Macônnais Blanco,13.5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Château Ségur de Cabanac,Saint-Estèphe,2017,31.9,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/qCN5glkzRPGpb-H8WGBJSg_pb_x600.png,5,Burdeos Saint- Estèphe (Francia),13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Canon Chaigneau,Lalande-de-Pomerol,2016,36.1,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/nCw2VAo3TXS4C97lU2iMmQ_pb_x600.png,5,Burdeos Libournais Tinto (Francia),14.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Domaine Fabien Coche (Domaine Coche-Bizouard),Auxey-Duresses Blanc,2021,47.0,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/QgZ2l29SR0ehvORUxzoBXA_pb_x600.png,4,Borgoña Côte de Beaune Blanco (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Géantet-Pansiot,Savigny-lès-Beaune,2020,50.0,4.2,Francia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/5zWoA1mKRy6IbOuAked-og_pb_x600.png,4,Borgoña Côte de Beaune Tinto (Francia),13.91,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Domaine Fabien Coche (Domaine Coche-Bizouard),Saint-Aubin,2021,46.0,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/t9TWf462TW-ACrQAJLT90Q_pb_x600.png,4,Borgoña Côte de Beaune Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Domaine Fabien Coche (Domaine Coche-Bizouard),Saint-Aubin,2022,48.0,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/t9TWf462TW-ACrQAJLT90Q_pb_x600.png,4,Borgoña Côte de Beaune Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Domaine Jean Collet,Les Truffières Chablis,2022,31.0,4.2,Francia,1,"Cerdo, Marisco, Pescado azul, Queso tierno y cremoso",//images.vivino.com/thumbs/9gSKjcclSniYDx9GKB3Qpg_pb_x600.png,4,Borgoña Chablis (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Domaine de la Mordorée,La Dame Voyageuse Châteauneuf-du-Pape,2021,42.8,4.2,Francia,2,"Cordero, Cerdo, Aves",//images.vivino.com/thumbs/9qIcbdLXSHSUVgI_nXhNtQ_pb_x600.png,4,Ródano Sur Châteauneuf-du-Pape Tinto (Francia),14.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Château Bellefont-Belcier,Saint-Émilion Grand Cru (Grand Cru Classé),2018,55.5,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/6l6ZeAgHRiS8SCcVKuTJ_g_pb_x600.png,4,Burdeos Saint-Emilion (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Rouget,Pomerol,2017,58.1,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/8t6iwH_ST-WLk_jLyX9J5g_pb_x600.png,4,Burdeos Pomerol (Francia),15.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Mastroberardino,Taurasi Riserva Radici,2016,55.0,4.2,Italia,2,"Ternera, Cordero, Pasta",//images.vivino.com/thumbs/hB6VF_LpTQqC2LZU-J_V9w_pb_x600.png,5,Sur Italia Tinto,13.5,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
Domaine Belleville,Rully 'La Crée',2021,42.9,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/9FskrEqLQJOHuVNcpRpzQQ_pb_x600.png,4,Borgoña Côte Chalonnaise Blanco (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Combier,Cap Nord Crozes-Hermitage,2021,32.6,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/doPWp9XqSECzeh_uZ0K2Dg_pb_x600.png,5,Ródano Norte Crozes-Hermitage (Francia),13.5,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Château Pailhas,Saint-Émilion Grand Cru,2018,23.7,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/8AcdGFiATWGZQcb3v1T9rA_pb_x600.png,5,Burdeos Saint-Emilion (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Nino Negri,Vigna Ca' Guicciardi Inferno Valtellina Superiore,2019,48.4,4.2,Italia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/B1YGa7eLQ12FA6GzbjKNCw_pb_x600.png,4,Nebbiolo (Italia),14.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Domaine Jacques Dury,Rully 1er Cru 'Meix Cadot',2021,32.9,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/0U-ESz5xSYCgM_w3XiTR8g_pb_x600.png,4,Borgoña Côte Chalonnaise Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Two Hands,Bella's Garden Shiraz,2019,46.0,4.2,Australia,2,"Ternera, Cordero",//images.vivino.com/thumbs/d0_k7oe7TSmhrFe8apv0Kw_pb_x600.png,4,Australian Barossa Valley Shiraz,14.4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Louis Jadot,Beaune Premier Cru Les Avaux,2018,57.9,4.2,Francia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/vNE5HxZFRXif9XFhvVuaFw_pb_x600.png,4,Borgoña Côte de Beaune Tinto (Francia),13.91,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Domaine la Provenquière,Les Invincibles Le Conquérant,2022,14.0,4.2,Francia,1,"Vegetariana, Aves, Pasta, Pescado blanco, Aperitivo",//images.vivino.com/thumbs/gRiUOBDiRA2YgnDy85hhMQ_pb_x600.png,6,Languedoc-Roussillon Blanco (Francia),13.8,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château du Tertre,Margaux (Grand Cru Classé),2019,55.6,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/AueThUKBTJanmDyWnzkHfQ_pb_x600.png,4,Burdeos Margaux (Francia),13.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Velich,Darscho,2020,52.4,4.2,Austria,1,"Cerdo, Vegetariana, Aves, Pescado azul",//images.vivino.com/thumbs/tNtWMaZxR3ujef0-JjuRhw_pb_x600.png,4,Chardonnay (Austria),14.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
Domaine Fabien Coche (Domaine Coche-Bizouard),Auxey-Duresses Blanc,2022,42.0,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/QgZ2l29SR0ehvORUxzoBXA_pb_x600.png,4,Borgoña Côte de Beaune Blanco (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Château Bertrand Braneyre,Vieilles Vignes Haut-Médoc,2014,19.4,4.2,Francia,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/D0QXR8WlQ8Ofve-p2CzuTA_pb_x600.png,6,Bordeaux Haut-Médoc Red,12.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Castello di Ama,Chianti Classico Vigneto Gran Selezione San Lorenzo,2017,51.8,4.2,Italia,2,"Ternera, Ternera lechal, Pasta, Carne adobada",//images.vivino.com/thumbs/aPD4NlkPSwOBr0TJff1gyg_pb_x600.png,4,Italian Chianti Classico Red,13.5,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Bertrand Bachelet,Chassagne-Montrachet Blanc,2022,56.9,4.2,Francia,1,"Marisco, Pasta, Pescado azul, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/zbvKxJs3TdCpyaDXvry7XQ_pb_x600.png,4,Borgoña Côte de Beaune Blanco (Francia),13.91,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Josmeyer,Riesling Grand Cru Hengst,2019,48.6,4.2,Francia,1,"Cerdo, Vegetariana, Pescado azul, Comida picante, Carne adobada",//images.vivino.com/thumbs/PTQ8rZLKSvW4ru_rVmae1A_pb_x600.png,4,Alsacia Riesling (Francia),13.5,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
La Soufrandière,Climat Les Quarts Pouilly-Vinzelles,2020,45.9,4.2,Francia,1,"Vegetariana, Pasta, Carne adobada",//images.vivino.com/thumbs/H-RFOhOCSQaNgp7IcOFDCw_pb_x600.png,4,Borgoña Macônnais Blanco,13.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Château Gloria,Saint-Julien,2019,58.1,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/6KT2awLuSQW-BQIvA8hOrg_pb_x600.png,4,Burdeos Saint-Julien (Francia),14.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Two Hands,Lily's Garden Shiraz,2019,43.5,4.2,Australia,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/-g4W0l7jSW-vmeKotc8gXg_pb_x600.png,4,Australian McLaren Vale Shiraz,14.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Joblot,Givry 1er Cru l'Empreinte,2022,54.9,4.2,Francia,2,"Ternera, Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/2L7wFm1ISJieSQ3nXxeQDg_pb_x600.png,4,Borgoña Côte Chalonnaise Tinto (Francia),13.5,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Castro Candaz,La Vertical,2021,22.69,4.2,España,1,"Marisco, Aves, Pescado azul, Pescado blanco",//images.vivino.com/thumbs/YjzwtWH-TdmYQEPOXS8RCg_pb_x600.png,5,Spanish Galicia Godello White,13.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Mas Doix,Salanques,2020,38.35,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/d4aKB84zRPWMKsebzjL3bA_pb_x600.png,4,Priorat Tinto (España),15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Arínzano,La Casona de Arínzano,2015,28.0,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/ELTiequ9Q1KPi1HNVWdb9w_pb_x600.png,4,Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Alonso & Pedrajo,Suañé Tinto Reserva,2018,24.83,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/Ae-r9m-TSAKONwt5It1Qyw_pb_x600.png,5,Rioja Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bernard Gripa,Saint-Joseph Rouge,2018,53.1,4.2,Francia,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/7lLhPePMQ9-0Izw1FuhHww_pb_x600.png,4,Ródano Norte Saint-Joseph (Francia),13.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Cesari,Amarone della Valpolicella Classico,2016,48.9,4.2,Italia,2,"Ternera, Cordero, Ciervo, Carne de venado, Queso azul",//images.vivino.com/thumbs/WTzQXrmcTqWdNX9GXty3JA_pb_x600.png,3,Amarone (Italia),15.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
Pago Los Balancines,Barbas de gata,2018,30.78,4.2,España,2,"Ternera, Cordero, Aves, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/YoOjgBU0TGCYDDsD3kORsw_pb_x600.png,4,Garnacha (España),14.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Cota 45,Pandorga Tintilla de Rota,2023,39.93,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/s0OuKAb-SYiyh9n3SP-cqA_150x200.jpg,1,Tinto (España),13.91,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bodegas Muga,Selección Especial (Reserva),2020,32.0,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/MHxloxVdSwaIIKOEpnQs6w_pb_x600.png,4,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Cámbrico,Rufete Granito El Pocito,2016,47.33,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/4rJPEk-VS6y9a7oJXjQfYw_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Bodegas Valdemar,Las Seis Alhajas Graciano,2019,28.0,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/X3I_FUoXTHSaquBi0xzKtw_pb_x600.png,4,Rioja Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Abadía de San Quirce,M9,2020,37.76,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/E6I7jbSET3q5xIC2UY9iZQ_pb_x600.png,3,Ribera del Duero Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Huerto de la Condesa,Los Cipreses Grenache - Syrah,2021,18.9,4.2,España,2,"Ternera, Cordero, Pasta, Ciervo, Carne de venado",//images.vivino.com/thumbs/7N71ov7tTru6T_QaAterlA_pb_x600.png,5,España Rhône Blend Tinto,14.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Gratavinum,2πR Priorat,2021,24.86,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/_xGiuBdBSoiRU1vxYhH4NA_pb_x600.png,4,Priorat Tinto (España),14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bodegas Muga,Flor de Muga Blanco,2021,36.0,4.2,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/sbLK6JH8Qd6Emen7mwyWAA_pb_x600.png,4,Rioja Blanco (España),13.91,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Protos,27 Ribera del Duero,2021,23.0,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/kIW-R9baRMGWt_RXBTcPfw_pb_x600.png,4,Ribera del Duero Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Tarón,Reserva,2016,10.7,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/fUMzE2A8Qyu6RJd5nFlXPQ_pb_x600.png,6,Rioja Tinto (España),14.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Luis Perez,Tintilla Carrascal,2022,19.12,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/M0dyJXl6RDiJk-uXB53sSQ_pb_x600.png,5,Tinto (España),14.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fuentes del Silencio,La Gándara,2019,53.7,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/-bXqfF5oTcS_1UqQFqqTfQ_pb_x600.png,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Allende,Gaminde,2015,49.72,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/4G5-gRsJQY2Nc3v17yyDng_pb_x600.png,4,Rioja Tinto (España),15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Campillo,Reserva Colección,2018,15.25,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/AsGtkGn1R8eWq3uscKUYyw_pb_x600.png,5,Rioja Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodegas Marqués de Cáceres,Gran Reserva Vendimia Seleccionada,2015,18.97,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/vaqokyXkT7WFb78aZJxtnA_pb_x600.png,5,Rioja Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Newton Johnson,Granum,2016,30.95,4.2,Sudáfrica,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/CosSiDJmQL6HJLlspE0LBA_pb_x600.png,4,South African Rhône Blend Red,14.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Hacienda Solano,Finca Cascorrales,2017,58.88,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/0dBEZ_ToR1mkCS0q7LiQQA_pb_x600.png,2,Ribera del Duero Tinto (España),14.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodega Tamerán,Verdello,2022,35.9,4.2,España,1,"Marisco, Pescado azul, Aperitivos y tentempiés, Pescado blanco, Aperitivo",//images.vivino.com/thumbs/7MOzygS5QqieKDBMaBDxWw_pb_x600.png,4,Spanish Islas Canarias White,13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Bodega Tamerán,Malvasia Volcanica,2022,35.62,4.2,España,1,"Marisco, Pescado azul, Aperitivos y tentempiés, Pescado blanco, Aperitivo",//images.vivino.com/thumbs/bzjkM108SBGYkohzaD_AlA_pb_x600.png,4,Spanish Islas Canarias White,13.91,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Montecastro,Reserva,2019,28.23,4.2,España,2,"Ternera, Cordero, Ciervo, Carne de venado",//images.vivino.com/thumbs/_YuZN1ypSQmOB5KWCb9Qvg_pb_x600.png,4,Ribera del Duero Tinto (España),15.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Pujanza,Rioja Norte,2020,50.88,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/Gct5O5aMR-y6DKhgcHbhBg_pb_x600.png,4,Rioja Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Barco del Corneta,La Sillería,2021,33.9,4.2,España,1,"Cerdo, Marisco, Vegetariana, Carne adobada",//images.vivino.com/thumbs/XObz6dMQRs6tg4FNIDaO5g_pb_x600.png,4,Verdejo (España),13.91,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Olivier Rivière,Las Viñas de Eusebio Vendimia Seleccionada,2019,50.71,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/tfs3ivvGTV6VBJwb1VDPsw_pb_x600.png,4,Rioja Tinto (España),14.5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Remelluri,Rioja Reserva,2016,26.9,4.2,España,2,"Ternera, Cordero, Ternera lechal, Aves",//images.vivino.com/thumbs/2JhvspTuS9mMHgL0WygQEw_pb_x600.png,5,Rioja Tinto (España),13.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Clos Erasmus,Laurel,2021,47.83,4.2,España,2,"Ternera, Cordero, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/IYYxOoxhQ0SSfsW9PPc-Mg_pb_x600.png,4,Priorat Tinto (España),15.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Bénédicte et Stéphane Tissot,Sous la Tour Pinot Noir,2019,46.9,4.2,Francia,2,"Ciervo, Carne de venado, Aperitivos y tentempiés, Champiñones, Queso tierno y cremoso, Carne adobada",//images.vivino.com/thumbs/kM-pL9zXRtGzDjPXHwxypw_pb_x600.png,4,French Jura Red,13.91,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Bodegas Septién,Boticario de Silos,2022,25.91,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/rs_ycDIiT-WTbYVE6lIGJw_150x200.jpg,4,Tinto (España),13.91,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Suertes del Marqués,Vidonia,2022,35.9,4.2,España,1,"Marisco, Pescado azul, Aperitivos y tentempiés, Pescado blanco, Aperitivo",//images.vivino.com/thumbs/D2DUnfUiQ-mfdRuxHF1D2Q_pb_x600.png,4,Spanish Islas Canarias White,12.5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Pujanza,S.J. Anteportalatina,2020,47.9,4.2,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/lc10uQiNSlSsAJw4-2wU6g_pb_x600.png,4,Rioja Blanco (España),14.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Enrique Mendoza,Santa Rosa,2021,20.49,4.2,España,2,"Ternera, Ternera lechal, Aves, Pasta",//images.vivino.com/thumbs/3qETFd4BRbCR__jrLdDpkQ_pb_x600.png,4,Tinto (España),13.5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Olivier Rivière,La Bastid Rioja Blanco,2022,22.35,4.2,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/FkBPHkKTRMujH4RdFvwjOw_pb_x600.png,5,Rioja Blanco (España),13.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Künstler,Hochheimer Stielweg Riesling Alte Reben Trocken,2018,32.0,4.2,Alemania,1,"Cerdo, Marisco, Aves, Comida picante, Carne adobada",//images.vivino.com/thumbs/S6D34FUDQO6BvbVaVVjk9Q_pb_x600.png,5,Riesling (Alemania),12.5,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
Bimbache,Grand Cruz del Calvario,2023,38.5,4.2,España,1,"Marisco, Pescado azul, Aperitivos y tentempiés, Pescado blanco, Aperitivo",//images.vivino.com/thumbs/nhU5lxrySXqS2Y375hRmMA_pb_x600.png,4,Spanish Islas Canarias White,13.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Guimaro,Finca Capelinos,2021,49.17,4.2,España,2,"Ternera lechal, Aves, Ciervo, Carne de venado",//images.vivino.com/thumbs/gaIMQOWFRESPS7wZIcyVdA_pb_x600.png,5,Mencia (España),14.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Olivier Rivière,Trotamundos Bianco,2020,36.46,4.2,España,1,"Marisco, Aperitivos y tentempiés, Pescado blanco, Carne adobada",//images.vivino.com/thumbs/r6aq8hPAQlOZYas2PPhWXw_pb_x600.png,4,Rioja Blanco (España),13.91,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
